,aracore_ids,aracore_name,aracore_annotations,symbol,chr,start,end,description,ncbigene,gene_name,uniprot_id
461,AT2G17420,AT2G17420,{},NTR2,2,7564240.0,7566601.0,Thioredoxin reductase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q39242],816248.0,Thioredoxin reductase 2 ,Q39242
462,AT2G41680,AT2G41680,{},NTRC,2,17376155.0,17379059.0,Thioredoxin reductase [Source:UniProtKB/TrEMBL;Acc:A0A178VZE7],818766.0,Thioredoxin reductase ,A0A178VZE7
463,AT2G47870,AT2G47870,{},GRXC12,2,19603163.0,19603895.0,Putative glutaredoxin-C12 [Source:UniProtKB/Swiss-Prot;Acc:O82254],28718362.0,Putative glutaredoxin-C12 ,O82254
464,AT3G02000,AT3G02000,{},GRXC7,3,332275.0,333072.0,ROXY1 [Source:UniProtKB/TrEMBL;Acc:A0A178VBU2],820200.0,ROXY1 ,A0A178VBU2
465,AT5G40370,AT5G40370,{},,5.0,16147347.0,16149256.0,Glutaredoxin family protein [Source:UniProtKB/TrEMBL;Acc:B3H604],834035.0,Glutaredoxin family protein ,B3H604
466,AT1G03020,AT1G03020,{},GRXS1,1,697919.0,698591.0,Monothiol glutaredoxin-S1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SA68],839505.0,Monothiol glutaredoxin-S1 ,Q9SA68
467,AT4G15680,AT4G15680,{},GRXS4,4,8931617.0,8932317.0,Monothiol glutaredoxin-S4 [Source:UniProtKB/Swiss-Prot;Acc:O23419],827245.0,Monothiol glutaredoxin-S4 ,O23419
468,AT5G63030,AT5G63030,{},GRXC1,5,25286177.0,25287694.0,Glutaredoxin-C1 [Source:UniProtKB/Swiss-Prot;Acc:Q8L8T2],836423.0,Glutaredoxin-C1 ,Q8L8T2
469,AT5G14070,AT5G14070,{},GRXC8,5,4541780.0,4542585.0,Glutaredoxin-C8 [Source:UniProtKB/Swiss-Prot;Acc:Q8LF89],831256.0,Glutaredoxin-C8 ,Q8LF89
470,AT3G21460,AT3G21460,{},GRXS10,3,7557297.0,7557969.0,Monothiol glutaredoxin-S10 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIF1],5008019.0,Monothiol glutaredoxin-S10 ,Q9LIF1
471,AT2G30540,AT2G30540,{},GRXS9,2,13011105.0,13012043.0,Monothiol glutaredoxin-S9 [Source:UniProtKB/Swiss-Prot;Acc:O04341],817603.0,Monothiol glutaredoxin-S9 ,O04341
472,AT3G62960,AT3G62960,{},GRXC14,3,23268641.0,23269324.0,Glutaredoxin-C14 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYC5],825471.0,Glutaredoxin-C14 ,Q9LYC5
473,AT4G15660,AT4G15660,{},GRXS8,4,8925571.0,8926510.0,Monothiol glutaredoxin-S8 [Source:UniProtKB/Swiss-Prot;Acc:O23417],827243.0,Monothiol glutaredoxin-S8 ,O23417
474,AT4G15670,AT4G15670,{},GRXS7,4,8929031.0,8929813.0,Monothiol glutaredoxin-S7 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLU2],827244.0,Monothiol glutaredoxin-S7 ,Q6NLU2
475,AT4G35460,AT4G35460,{},NTR1,4,16842174.0,16844359.0,"Thioredoxin reductase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39243]",829698.0,"Thioredoxin reductase 1, mitochondrial ",Q39243
476,AT3G09820,AT3G09820,{},ADK1,3,3011780.0,3014944.0,Adenosine kinase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SF85],820140.0,Adenosine kinase 1 ,Q9SF85
477,AT5G03300,AT5G03300,{},ADK2,5,796361.0,799810.0,Adenosine kinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LZG0],831882.0,Adenosine kinase 2 ,Q9LZG0
478,AT2G36310,AT2G36310,{},URH1,2,15224497.0,15227276.0,Uridine nucleosidase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJM7],818204.0,Uridine nucleosidase 1 ,Q9SJM7
479,AT4G22570,AT4G22570,{},APT3,4,11882066.0,11885533.0,Adenine phosphoribosyltransferase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUW2],828353.0,Adenine phosphoribosyltransferase 3 ,Q9SUW2
480,AT1G80050,AT1G80050,{},APT2,1,30111497.0,30114010.0,PHT1.1 [Source:UniProtKB/TrEMBL;Acc:A0A178W1K2],844345.0,PHT1.1 ,A0A178W1K2
481,AT1G27450,AT1G27450,{},APT1,1,9531809.0,9534141.0,Adenine phosphoribosyl transferase 1 [Source:UniProtKB/TrEMBL;Acc:F4HSX1],839636.0,Adenine phosphoribosyl transferase 1 ,F4HSX1
482,AT5G11160,AT5G11160,{},APT5,5,3550300.0,3552255.0,Adenine phosphoribosyltransferase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFP0],830985.0,Adenine phosphoribosyltransferase 5 ,Q9LFP0
483,AT4G12440,AT4G12440,{},APT4,4,7375855.0,7380372.0,APT4 [Source:UniProtKB/TrEMBL;Acc:A0A178URQ7],826856.0,APT4 ,A0A178URQ7
484,AT1G17160,AT1G17160,{},,1.0,5867535.0,5869436.0,Ribokinase [Source:UniProtKB/TrEMBL;Acc:A1A6H3],838287.0,Ribokinase ,A1A6H3
485,AT1G77760,AT1G77760,{},NIA1,1,29235721.0,29239484.0,Nitrate reductase [Source:UniProtKB/TrEMBL;Acc:A0A178WBR8],844112.0,Nitrate reductase ,A0A178WBR8
486,AT1G37130,AT1G37130,{},NIA2,1,14158452.0,14161938.0,Nitrate reductase [NADH] 2 [Source:UniProtKB/Swiss-Prot;Acc:P11035],840630.0,Nitrate reductase ,P11035
487,AT2G15620,AT2G15620,{},NIR1,2,6810395.0,6812941.0,"Ferredoxin--nitrite reductase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q39161]",816055.0,"Ferredoxin--nitrite reductase, chloroplastic ",Q39161
488,AT5G43780,AT5G43780,{},APS4,5,17589394.0,17591737.0,"ATP sulfurylase 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9S7D8]",834400.0,"ATP sulfurylase 4, chloroplastic ",Q9S7D8
489,AT3G22890,AT3G22890,{},APS1,3,8112614.0,8115024.0,"ATP sulfurylase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LIK9]",821861.0,"ATP sulfurylase 1, chloroplastic ",Q9LIK9
490,AT4G14680,AT4G14680,{},APS3,4,8413263.0,8415650.0,Pseudouridine synthase/archaeosine transglycosylase-like family protein [Source:TAIR;Acc:AT4G14680],827118.0,Pseudouridine synthase/archaeosine transglycosylase-like family protein ,AT4G14680
491,AT1G19920,AT1G19920,{},APS2,1,6914518.0,6916823.0,ATP sulfurylase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q43870],838580.0,ATP sulfurylase 2 ,Q43870
492,AT4G04610,AT4G04610,{},APR1,4,2324878.0,2327064.0,"5'-adenylylsulfate reductase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P92979]",825793.0,"5'-adenylylsulfate reductase 1, chloroplastic ",P92979
493,AT4G21990,AT4G21990,{},APR3,4,11657008.0,11659167.0,"5'-adenylylsulfate reductase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P92980]",828288.0,"5'-adenylylsulfate reductase 3, chloroplastic ",P92980
494,AT1G62180,AT1G62180,{},APR2,1,22975530.0,22977885.0,"5'-adenylylsulfate reductase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P92981]",842514.0,"5'-adenylylsulfate reductase 2, chloroplastic ",P92981
495,AT3G54660,AT3G54660,{},EMB2360,3,20229637.0,20233211.0,At3g54660 [Source:UniProtKB/TrEMBL;Acc:Q5FV38],824631.0,At3g54660 ,Q5FV38
496,AT5G04590,AT5G04590,{},SIR,5,1319074.0,1323364.0,SIR [Source:UniProtKB/TrEMBL;Acc:A0A178UPZ1],830336.0,SIR ,A0A178UPZ1
497,AT4G21000,AT4G21000,{},ACA6,4,11222529.0,11223756.0,Alpha carbonic anhydrase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUB4],827847.0,Alpha carbonic anhydrase 6 ,Q9SUB4
498,AT5G04180,AT5G04180,{},ACA3,5,1147648.0,1149284.0,Alpha carbonic anhydrase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9FYE3],830296.0,Alpha carbonic anhydrase 3 ,Q9FYE3
499,AT1G08065,AT1G08065,{},ACA5,1,2511647.0,2513454.0,Alpha carbonic anhydrase 5 [Source:UniProtKB/Swiss-Prot;Acc:F4HUC4],837324.0,Alpha carbonic anhydrase 5 ,F4HUC4
500,AT3G52720,AT3G52720,{},ACA1,3,19538540.0,19542286.0,"Alpha carbonic anhydrase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O04846]",824438.0,"Alpha carbonic anhydrase 1, chloroplastic ",O04846
501,AT4G20990,AT4G20990,{},ACA4,4,11219772.0,11221148.0,Alpha carbonic anhydrase 4 [Source:UniProtKB/Swiss-Prot;Acc:F4JIK2],827846.0,Alpha carbonic anhydrase 4 ,F4JIK2
502,AT1G23730,AT1G23730,{},BCA3,1,8395466.0,8398387.0,Beta carbonic anhydrase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZUC2],838983.0,Beta carbonic anhydrase 3 ,Q9ZUC2
503,AT5G14740,AT5G14740,{},BCA2,5,4757856.0,4762666.0,"Beta carbonic anhydrase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P42737]",831326.0,"Beta carbonic anhydrase 2, chloroplastic ",P42737
504,AT2G28210,AT2G28210,{},ATACA2,2,12029666.0,12033096.0,ATACA2 [Source:UniProtKB/TrEMBL;Acc:A0A178VW72],817367.0,ATACA2 ,A0A178VW72
505,AT1G70410,AT1G70410,{},BCA4,1,26533824.0,26538437.0,Beta carbonic anhydrase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q94CE4],843377.0,Beta carbonic anhydrase 4 ,Q94CE4
506,AT1G17290,AT1G17290,{},ALAAT1,1,5922332.0,5926400.0,"Alanine aminotransferase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:F4I7I0]",838301.0,"Alanine aminotransferase 1, mitochondrial ",F4I7I0
507,AT1G72330,AT1G72330,{},ALAAT2,1,27233418.0,27236822.0,alanine aminotransferase 2 [Source:TAIR;Acc:AT1G72330],843565.0,alanine aminotransferase 2 ,AT1G72330
508,AT3G57560,AT3G57560,{},NAGK,3,21310825.0,21312378.0,NAGK [Source:UniProtKB/TrEMBL;Acc:A0A178V7F4],824923.0,NAGK ,A0A178V7F4
509,AT2G19940,AT2G19940,{},,2.0,8612926.0,8616117.0,"oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding [Source:TAIR;Acc:AT2G19940]",816513.0,"oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding ",AT2G19940
510,AT1G80600,AT1G80600,{},WIN1,1,30298462.0,30300658.0,"Acetylornithine aminotransferase, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M8M7]",844399.0,"Acetylornithine aminotransferase, chloroplastic/mitochondrial ",Q9M8M7
511,AT2G37500,AT2G37500,{},,2.0,15739783.0,15742838.0,"Arginine biosynthesis bifunctional protein ArgJ, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A178VUS6]",818326.0,"Arginine biosynthesis bifunctional protein ArgJ, chloroplastic ",A0A178VUS6
512,AT1G29900,AT1G29900,{},CARB,1,10467956.0,10472211.0,"Carbamoyl-phosphate synthase large chain, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42601]",839868.0,"Carbamoyl-phosphate synthase large chain, chloroplastic ",Q42601
513,AT3G27740,AT3G27740,{},CARA,3,10281230.0,10283935.0,"Carbamoyl-phosphate synthase small chain, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LVW7]",822396.0,"Carbamoyl-phosphate synthase small chain, chloroplastic ",Q9LVW7
514,AT1G75330,AT1G75330,{},OTC,1,28266259.0,28268416.0,OTC [Source:UniProtKB/TrEMBL;Acc:A0A178W4A4],843869.0,OTC ,A0A178W4A4
515,AT4G24830,AT4G24830,{},,4.0,12792827.0,12796031.0,"Argininosuccinate synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SZX3]",828586.0,"Argininosuccinate synthase, chloroplastic ",Q9SZX3
516,AT5G10920,AT5G10920,{},,5.0,3441751.0,3444267.0,"Argininosuccinate lyase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LEU8]",830959.0,"Argininosuccinate lyase, chloroplastic ",Q9LEU8
517,AT5G10240,AT5G10240,{},ASN3,5,3212651.0,3216551.0,Asparagine synthetase [glutamine-hydrolyzing] 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFU1],830888.0,Asparagine synthetase ,Q9LFU1
518,AT3G47340,AT3G47340,{},ASN1,3,17437840.0,17441431.0,DIN6 [Source:UniProtKB/TrEMBL;Acc:A0A178VBT4],823888.0,DIN6 ,A0A178VBT4
519,AT2G03667,AT2G03667,{},,2.0,1114127.0,1117477.0,Asparagine synthase family protein [Source:UniProtKB/TrEMBL;Acc:A8MRC1],5007865.0,Asparagine synthase family protein ,A8MRC1
520,AT5G65010,AT5G65010,{},ASN2,5,25969035.0,25972575.0,asparagine synthetase 2 [Source:TAIR;Acc:AT5G65010],836625.0,asparagine synthetase 2 ,AT5G65010
521,AT5G19550,AT5G19550,{},ASP2,5,6597971.0,6601971.0,Aspartate aminotransferase [Source:UniProtKB/TrEMBL;Acc:Q1EBW2],832075.0,Aspartate aminotransferase ,Q1EBW2
522,AT5G51690,AT5G51690,{},ACS12,5,20997413.0,21001054.0,Probable aminotransferase ACS12 [Source:UniProtKB/Swiss-Prot;Acc:Q8GYY0],835243.0,Probable aminotransferase ACS12 ,Q8GYY0
523,AT2G22250,AT2G22250,{},PAT,2,9457786.0,9460919.0,Bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [Source:UniProtKB/Swiss-Prot;Acc:Q9SIE1],816758.0,Bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase ,Q9SIE1
524,AT1G62960,AT1G62960,{},ACS10,1,23318187.0,23320427.0,Probable aminotransferase ACS10 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQ10],842598.0,Probable aminotransferase ACS10 ,Q9LQ10
525,AT5G11520,AT5G11520,{},ASP3,5,3684946.0,3687854.0,"Aspartate aminotransferase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P46644]",831024.0,"Aspartate aminotransferase 3, chloroplastic ",P46644
526,AT1G62800,AT1G62800,{},ASP4,1,23253703.0,23257546.0,Aspartate aminotransferase [Source:UniProtKB/TrEMBL;Acc:F4I0D4],842579.0,Aspartate aminotransferase ,F4I0D4
527,AT4G31990,AT4G31990,{},ASP5,4,15470744.0,15473885.0,Aspartate aminotransferase [Source:UniProtKB/TrEMBL;Acc:B9DG21],829330.0,Aspartate aminotransferase ,B9DG21
528,AT2G30970,AT2G30970,{},ASP1,2,13178829.0,13182050.0,"Aspartate aminotransferase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P46643]",817648.0,"Aspartate aminotransferase, mitochondrial ",P46643
529,AT5G08100,AT5G08100,{},,5.0,2592976.0,2594701.0,Isoaspartyl peptidase/L-asparaginase 1 [Source:UniProtKB/Swiss-Prot;Acc:P50287],830704.0,Isoaspartyl peptidase/L-asparaginase 1 ,P50287
530,AT3G16150,AT3G16150,{},,3.0,5471735.0,5473360.0,ASPGB1 [Source:UniProtKB/TrEMBL;Acc:A0A384KV24],820860.0,ASPGB1 ,A0A384KV24
531,AT5G56760,AT5G56760,{},SAT5,5,22961229.0,22962713.0,Serine acetyltransferase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q42538],835778.0,Serine acetyltransferase 5 ,Q42538
532,AT4G35640,AT4G35640,{},SAT4,4,16905579.0,16908357.0,SERAT3 [Source:UniProtKB/TrEMBL;Acc:A0A178USX0],829716.0,SERAT3 ,A0A178USX0
533,AT3G13110,AT3G13110,{},SAT3,3,4214399.0,4216302.0,"Serine acetyltransferase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q39218]",820499.0,"Serine acetyltransferase 3, mitochondrial ",Q39218
534,AT1G55920,AT1G55920,{},SAT1,1,20912116.0,20913565.0,"Serine acetyltransferase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q42588]",842043.0,"Serine acetyltransferase 1, chloroplastic ",Q42588
535,AT2G17640,AT2G17640,{},SAT2,2,7668078.0,7670495.0,Serine acetyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8S895],816271.0,Serine acetyltransferase 2 ,Q8S895
536,AT4G14880,AT4G14880,{},OASA1,4,8517960.0,8520596.0,Cysteine synthase 1 [Source:UniProtKB/Swiss-Prot;Acc:P47998],827145.0,Cysteine synthase 1 ,P47998
537,AT5G28020,AT5G28020,{},CYSD2,5,10026152.0,10028722.0,Bifunctional L-3-cyanoalanine synthase/cysteine synthase D2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SXS7],832872.0,Bifunctional L-3-cyanoalanine synthase/cysteine synthase D2 ,Q9SXS7
538,AT5G28030,AT5G28030,{},DES1,5,10029632.0,10032962.0,Bifunctional cystathionine gamma-lyase/cysteine synthase [Source:UniProtKB/Swiss-Prot;Acc:F4K5T2],832873.0,Bifunctional cystathionine gamma-lyase/cysteine synthase ,F4K5T2
539,AT3G22460,AT3G22460,{},OASA2,3,7963855.0,7965907.0,O-acetylserine (thiol) lyase (OAS-TL) isoform A2 [Source:TAIR;Acc:AT3G22460],821817.0,O-acetylserine (thiol) lyase (OAS-TL) isoform A2 ,AT3G22460
540,AT3G04940,AT3G04940,{},CYSD1,3,1365090.0,1367844.0,Bifunctional L-3-cyanoalanine synthase/cysteine synthase D1 [Source:UniProtKB/Swiss-Prot;Acc:Q9S6Z7],819654.0,Bifunctional L-3-cyanoalanine synthase/cysteine synthase D1 ,Q9S6Z7
541,AT3G03630,AT3G03630,{},CS26,3,877844.0,880461.0,"Probable S-sulfocysteine synthase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O22682]",821203.0,"Probable S-sulfocysteine synthase, chloroplastic ",O22682
542,AT2G43750,AT2G43750,{},OASB,2,18129435.0,18132638.0,Cysteine synthase [Source:UniProtKB/TrEMBL;Acc:Q0WW95],818978.0,Cysteine synthase ,Q0WW95
543,AT3G61440,AT3G61440,{},CYSC1,3,22735663.0,22738131.0,"Bifunctional L-3-cyanoalanine synthase/cysteine synthase C1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9S757]",825317.0,"Bifunctional L-3-cyanoalanine synthase/cysteine synthase C1, mitochondrial ",Q9S757
544,AT3G59760,AT3G59760,{},OASC,3,22071948.0,22075453.0,Cysteine synthase [Source:UniProtKB/TrEMBL;Acc:B9DFR6],825145.0,Cysteine synthase ,B9DFR6
545,AT1G51720,AT1G51720,{},,1.0,19180744.0,19186532.0,Amino acid dehydrogenase family protein [Source:UniProtKB/TrEMBL;Acc:F4I9M9],841597.0,Amino acid dehydrogenase family protein ,F4I9M9
546,AT5G60540,AT5G60540,{},PDX2,5,24336623.0,24338802.0,PDX2 [Source:UniProtKB/TrEMBL;Acc:A0A178UA48],836175.0,PDX2 ,A0A178UA48
547,AT5G53460,AT5G53460,{},GLT1,5,21700187.0,21710296.0,"Glutamate synthase 1 [NADH], chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LV03]",835427.0,Glutamate synthase 1 ,Q9LV03
548,AT2G41220,AT2G41220,{},GLU2,2,17177539.0,17188836.0,"Ferredoxin-dependent glutamate synthase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9T0P4]",818721.0,"Ferredoxin-dependent glutamate synthase 2, chloroplastic ",Q9T0P4
549,AT5G04140,AT5G04140,{},GLU1,5,1129785.0,1138488.0,glutamate synthase 1 [Source:TAIR;Acc:AT5G04140],830292.0,glutamate synthase 1 ,AT5G04140
550,AT5G18170,AT5G18170,{},GDH1,5,6006035.0,6008726.0,Glutamate dehydrogenase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q43314],831935.0,Glutamate dehydrogenase 1 ,Q43314
551,AT3G03910,AT3G03910,{},GSH3,3,1006780.0,1009018.0,Glutamate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A178VBI2],821072.0,Glutamate dehydrogenase ,A0A178VBI2
552,AT5G07440,AT5G07440,{},GDH2,5,2355759.0,2358241.0,Glutamate dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A178UEW8],830635.0,Glutamate dehydrogenase ,A0A178UEW8
553,AT2G02000,AT2G02000,{},GAD3,2,469370.0,472070.0,Glutamate decarboxylase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZPS4],814731.0,Glutamate decarboxylase 3 ,Q9ZPS4
554,AT2G02010,AT2G02010,{},GAD4,2,474108.0,476997.0,glutamate decarboxylase 4 [Source:TAIR;Acc:AT2G02010],814732.0,glutamate decarboxylase 4 ,AT2G02010
555,AT1G65960,AT1G65960,{},GAD2,1,24551807.0,24557730.0,Glutamate decarboxylase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q42472],842908.0,Glutamate decarboxylase 2 ,Q42472
556,AT5G17330,AT5G17330,{},GAD1,5,5710910.0,5715075.0,Glutamate decarboxylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q42521],831599.0,Glutamate decarboxylase 1 ,Q42521
557,AT3G22200,AT3G22200,{},POP2,3,7835144.0,7839061.0,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein [Source:TAIR;Acc:AT3G22200],821784.0,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein ,AT3G22200
558,AT1G79440,AT1G79440,{},ALDH5F1,1,29882121.0,29887414.0,"Succinate-semialdehyde dehydrogenase, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SAK4]",844282.0,"Succinate-semialdehyde dehydrogenase, mitochondrial ",Q9SAK4
559,AT5G37600,AT5G37600,{},GLN1-1,5,14933286.0,14935885.0,Glutamine synthetase cytosolic isozyme 1-1 [Source:UniProtKB/Swiss-Prot;Acc:Q56WN1],833738.0,Glutamine synthetase cytosolic isozyme 1-1 ,Q56WN1
560,AT1G66200,AT1G66200,{},ATGSR2,1,24655115.0,24657703.0,Glutamine synthetase [Source:UniProtKB/TrEMBL;Acc:F4ID91],842935.0,Glutamine synthetase ,F4ID91
561,AT5G16570,AT5G16570,{},GLN1-4,5,5421589.0,5424749.0,Glutamine synthetase [Source:UniProtKB/TrEMBL;Acc:A0A178UB24],831519.0,Glutamine synthetase ,A0A178UB24
562,AT3G17820,AT3G17820,{},GLN1-3,3,6097201.0,6099595.0,Glutamine synthetase [Source:UniProtKB/TrEMBL;Acc:A0A178VNQ6],821050.0,Glutamine synthetase ,A0A178VNQ6
563,AT1G48470,AT1G48470,{},GLN1-5,1,17913711.0,17916101.0,Glutamine synthetase cytosolic isozyme 1-5 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXW5],841268.0,Glutamine synthetase cytosolic isozyme 1-5 ,Q8GXW5
564,AT5G35630,AT5G35630,{},GLN2,5,13830429.0,13833542.0,"Glutamine synthetase, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q43127]",833535.0,"Glutamine synthetase, chloroplastic/mitochondrial ",Q43127
565,AT1G08630,AT1G08630,{},THA1,1,2743761.0,2747967.0,Probable low-specificity L-threonine aldolase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8RXU4],837385.0,Probable low-specificity L-threonine aldolase 1 ,Q8RXU4
566,AT1G54100,AT1G54100,{},ALDH7B4,1,20194712.0,20199193.0,ALDH7B4 [Source:UniProtKB/TrEMBL;Acc:A0A178W3F2],841849.0,ALDH7B4 ,A0A178W3F2
567,AT3G66658,AT3G66658,{},ALDH22A1,3,2094998.0,2099250.0,Aldehyde dehydrogenase 22A1 [Source:UniProtKB/Swiss-Prot;Acc:Q0WSF1],819849.0,Aldehyde dehydrogenase 22A1 ,Q0WSF1
568,AT1G44170,AT1G44170,{},ALDH3H1,1,16796400.0,16800321.0,Aldehyde dehydrogenase family 3 member H1 [Source:UniProtKB/Swiss-Prot;Acc:Q70DU8],841020.0,Aldehyde dehydrogenase family 3 member H1 ,Q70DU8
569,AT4G36250,AT4G36250,{},ALDH3F1,4,17150740.0,17153663.0,Aldehyde dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A4FVT2],829782.0,Aldehyde dehydrogenase ,A4FVT2
570,AT3G24503,AT3G24503,{},ALDH2C4,3,8919560.0,8923296.0,Aldehyde dehydrogenase family 2 member C4 [Source:UniProtKB/Swiss-Prot;Acc:Q56YU0],822042.0,Aldehyde dehydrogenase family 2 member C4 ,Q56YU0
571,AT1G09795,AT1G09795,{},HISN1B,1,3173534.0,3176910.0,"ATP phosphoribosyltransferase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8GSJ1]",837509.0,"ATP phosphoribosyltransferase 2, chloroplastic ",Q8GSJ1
572,AT1G58080,AT1G58080,{},HISN1A,1,21504314.0,21507679.0,HISN1A [Source:UniProtKB/TrEMBL;Acc:A0A178WM39],842175.0,HISN1A ,A0A178WM39
573,AT1G31860,AT1G31860,{},HISN2,1,11434060.0,11436607.0,"Histidine biosynthesis bifunctional protein hisIE, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O82768]",840076.0,"Histidine biosynthesis bifunctional protein hisIE, chloroplastic ",O82768
574,AT2G36230,AT2G36230,{},HISN3,2,15193694.0,15195558.0,"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O82782]",818195.0,1-(5-phosphoribosyl)-5-,O82782
575,AT4G26900,AT4G26900,{},HISN4,4,13515432.0,13519867.0,Imidazole glycerol phosphate synthase hisHF [Source:UniProtKB/TrEMBL;Acc:A0A178UW68],828797.0,Imidazole glycerol phosphate synthase hisHF ,A0A178UW68
576,AT4G14910,AT4G14910,{},HISN5B,4,8528033.0,8530437.0,Imidazoleglycerol-phosphate dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A178V3L2],827149.0,Imidazoleglycerol-phosphate dehydratase ,A0A178V3L2
577,AT3G22425,AT3G22425,{},HISN5A,3,7951023.0,7953223.0,"Imidazoleglycerol-phosphate dehydratase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P34047]",821812.0,"Imidazoleglycerol-phosphate dehydratase 1, chloroplastic ",P34047
578,AT5G10330,AT5G10330,{},HISN6A,5,3247847.0,3250964.0,"Histidinol-phosphate aminotransferase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P0DI07]","dbname
EntrezGene    843523
EntrezGene    830897
Name: primary_id, dtype: object","Histidinol-phosphate aminotransferase 2, chloroplastic ",P0DI07
579,AT1G71920,AT1G71920,{},HISN6A,1,27066948.0,27069166.0,"Histidinol-phosphate aminotransferase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P0DI07]","dbname
EntrezGene    843523
EntrezGene    830897
Name: primary_id, dtype: object","Histidinol-phosphate aminotransferase 2, chloroplastic ",P0DI07
580,AT4G39120,AT4G39120,{},IMPL2,4,18225297.0,18227988.0,myo-inositol monophosphatase like 2 [Source:TAIR;Acc:AT4G39120],830067.0,myo-inositol monophosphatase like 2 ,AT4G39120
581,AT5G63890,AT5G63890,{},HISN8,5,25565431.0,25568206.0,"Histidinol dehydrogenase, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A178UP37]",836509.0,"Histidinol dehydrogenase, chloroplastic ",A0A178UP37
